3423	0.1374133817	-0.0850607246	FALSE	8
9424	0.139451339	-0.0792131139	TRUE	8
9425	0.139451339	-0.0618188643	TRUE	8
9447	0.2500031933	-0.0518705315	TRUE	6
3454	0.2555272664	-0.0428162312	TRUE	5
9435	0.1458939222	-0.0424268031	TRUE	7
10426	0.1004040132	-0.0405258305	TRUE	8
48477	0.7384775662	-0.0386464006	TRUE	3
574	0.0199162694	-0.0384570676	TRUE	7
8437	0.9172969288	-0.0368654654	TRUE	7
3433	0.138249216	-0.036626475	FALSE	7
3427	0.1732040225	-0.0349548065	TRUE	8
9426	0.1024108093	-0.0290415693	TRUE	8
9456	0.2581516026	-0.0269123523	TRUE	5
8436	0.9327856648	-0.02609067	TRUE	7
12446	0.8686766233	-0.0259818721	TRUE	6
39457	0.1680488608	-0.0259061987	TRUE	5
22407	0.0454172708	-0.0254859188	TRUE	10
45466	0.1576232419	-0.0240771992	TRUE	4
10427	0.1004040132	-0.0238130871	TRUE	8
27417	0.0516328595	-0.0232673998	TRUE	9
45477	0.3846768707	-0.0223704914	TRUE	3
4444	0.1529047179	-0.0223403057	TRUE	6
3457	0.3287497293	-0.0211611561	TRUE	5
9436	0.139451339	-0.020966798	TRUE	7
21425	0.0688600858	-0.0202103743	TRUE	8
52486	0.2869602509	-0.0200202705	TRUE	2
3411	0.0523526572	-0.0191922166	FALSE	9
6453	0.8757359028	-0.0191216257	FALSE	5
30427	0.9551671272	-0.0190808457	TRUE	8
48467	0.8608334359	-0.0189366445	TRUE	4
27467	0.3517123269	-0.0187640201	TRUE	4
9434	0.1034671192	-0.0183397041	TRUE	7
21417	0.0605597377	-0.0181337261	TRUE	9
12416	0.9560489188	-0.0178479878	TRUE	9
12436	0.9148776975	-0.0177662722	TRUE	7
3477	0.5141862762	-0.0172229717	TRUE	3
11426	0.0631060236	-0.017212307	TRUE	8
11396	0.024684916	-0.0171129378	TRUE	11
3424	0.0891982179	-0.0166735248	TRUE	8
15435	0.1035661604	-0.0165709583	TRUE	7
8435	0.9403058989	-0.015842556	TRUE	7
22417	0.0454172708	-0.0156682611	TRUE	9
4445	0.1674667592	-0.0155878303	TRUE	6
15456	0.2445161651	-0.0154730528	TRUE	5
4424	0.0766213702	-0.015284895	TRUE	8
36477	0.6764762388	-0.0151610882	TRUE	3
5453	0.1496101024	-0.0150890854	FALSE	5
9437	0.1605410301	-0.0150494828	TRUE	7
19417	0.9706787659	-0.0149323911	TRUE	9
51486	0.4324846285	-0.0146858406	TRUE	2
48476	0.8584385757	-0.014371004	TRUE	3
27477	0.4577716832	-0.0141457223	TRUE	3
17453	0.1111856773	-0.0137360541	FALSE	5
33435	0.0579854198	-0.013648464	TRUE	7
53486	0.1418254087	-0.0135510139	TRUE	2
9466	0.3254340045	-0.013475721	TRUE	4
11425	0.0608548475	-0.01332999	TRUE	8
15444	0.1290664987	-0.0131308389	TRUE	6
28457	0.1879408455	-0.013038977	TRUE	5
45467	0.2343022742	-0.012742193	TRUE	4
10403	0.0277601764	-0.01255207	FALSE	10
12467	0.7205974403	-0.012491298	TRUE	4
12437	0.8996514251	-0.0124048475	TRUE	7
12433	0.927904029	-0.0122265348	FALSE	7
13477	0.683189705	-0.0122257338	TRUE	3
42473	0.8331799139	-0.0118035375	FALSE	3
50477	0.9341137946	-0.0114180634	TRUE	3
18443	0.9272514843	-0.0112984164	FALSE	6
19447	0.9070621368	-0.0109730117	TRUE	6
53467	0.0438915228	-0.0108347955	TRUE	4
9477	0.4583261294	-0.0107190619	TRUE	3
33465	0.2238268853	-0.0106745611	TRUE	4
7417	0.9710505393	-0.0106736024	TRUE	9
48473	0.8797700804	-0.0105922366	FALSE	3
45473	0.2215600812	-0.0104615876	FALSE	3
3444	0.1605266978	-0.0102366875	TRUE	6
7444	0.9196792035	-0.0101190453	TRUE	6
7443	0.9340331844	-0.0100916519	FALSE	6
21445	0.1278085523	-0.0100900391	TRUE	6
12485	0.5933867958	-0.0100475576	TRUE	2
49476	0.9216148014	-0.0098530667	TRUE	3
19397	0.984615012	-0.0097247191	TRUE	11
49477	0.8581158774	-0.0095688487	TRUE	3
3437	0.1826926114	-0.009488589	TRUE	7
9396	0.024684916	-0.0094768096	TRUE	11
10396	0.024684916	-0.0094768096	TRUE	11
48484	0.8547093935	-0.0093151123	TRUE	2
17407	0.0294146324	-0.0093014099	TRUE	10
