9,1,51430,-7,9.0576E-4,0.00217593,0.00226296,0.00522372,0.00234217,0.00558938,0.00570117,0.01217299,2.7125E-4,6.5979E-4,6.8619E-4,0.00172186,7.102E-4,0.00184239,0.00187923,0.00187923,4.252E-5,1.2038E-4,1.216E-4,4.0277E-4,1.2282E-4,4.0317E-4,4.1136E-4,0.0012782
9,1,51440,-6,0.0023595,0.00553671,0.00575818,0.01229471,0.00595972,0.01315534,0.01341845,0.0293662,7.1546E-4,0.00182502,0.00189803,0.00475633,0.00196446,0.00508927,0.00519106,0.00519106,1.2407E-4,4.114E-4,4.1556E-4,0.00126415,4.1975E-4,0.00126542,0.00129111,0.00382454
9,1,51450,-5,0.00600382,0.01303138,0.01355264,0.02965986,0.01402698,0.03173605,0.03237077,0.0705614,0.00197899,0.00504131,0.00524297,0.01268217,0.00542647,0.01356992,0.01384132,0.01384132,4.2399E-4,0.00129124,0.00130429,0.00378251,0.00131746,0.0037863,0.00386317,0.01181279
9,1,51460,-4,0.01413078,0.031437,0.03269448,0.07126701,0.03383879,0.0762557,0.07778082,0.15919899,0.00546663,0.01344205,0.01397973,0.03339881,0.01446902,0.03573673,0.03645146,0.03645146,0.00133077,0.00386357,0.00390259,0.01168297,0.00394201,0.01169467,0.01193212,0.03832147
9,1,51470,-3,0.03408919,0.07553714,0.07855863,0.16079098,0.08130818,0.17204635,0.17548728,0.29999503,0.0145761,0.03539998,0.03681598,0.09026978,0.03810454,0.09658867,0.09852044,0.09852044,0.00398183,0.01193333,0.01205387,0.03790032,0.01217563,0.03793826,0.03870856,0.08681243
9,1,51480,-2,0.08190986,0.17042514,0.17724215,0.302995,0.18344563,0.31196,0.435513,0.495283,0.03838651,0.0956785,0.09950564,0.187572,0.10298834,0.194087,0.292579,0.292579,0.01229861,0.03871251,0.03910355,0.08681243,0.03949853,0.08858411,0.12699165,0.16534198
9,1,51490,-1,0.18480312,0.311364,0.417815,0.502093,0.534236,0.631513,0.693015,0.691071,0.10375046,0.203091,0.266946,0.3425,0.377842,0.451275,0.526407,0.526407,0.03989751,0.0894789,0.12827439,0.1687163,0.15540625,0.19852829,0.21983605,0.25593682
9,1,51500,0,0.657864,0.730094,0.815931,0.823737,0.89948,0.907829,0.909601,0.914081,0.60303869,0.66437765,0.72019987,0.73289524,0.82899287,0.83709417,0.83235429,0.83235429,0.55361728,0.58809835,0.6280481,0.63940444,0.64890523,0.66142913,0.66155424,0.69009983
9,1,51510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,51520,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
9,1,51530,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
9,1,51540,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
9,1,51550,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9,1,51560,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9,1,51570,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9,0,48430,-7,0.9995221984,0.9987993166,0.9986940339,0.9971339367,0.9986318143,0.9969021631,0.9961180663,0.9934362545,0.9998699543,0.9996207407,0.9995284231,0.9989504154,0.9995491584,0.9987328878,0.9987764035,0.9966428627,0.9999819459,0.9999422441,0.999941588,0.999816787,0.9999463024,0.99985023,0.9998112636,0.9992983585
9,0,48440,-6,0.9986169941,0.9966976918,0.9963632873,0.9919196698,0.9954962635,0.9909398335,0.9943753388,0.9862487888,0.9995638632,0.9987842303,0.9987598398,0.9969892749,0.9987887586,0.9970770513,0.9967975671,0.990606755,0.9999328869,0.9997849572,0.9997573907,0.9992668288,0.9997420281,0.9993357633,0.9995106015,0.9977341086
9,0,48450,-5,0.9962992287,0.9908916216,0.9904523311,0.9771534175,0.9938606854,0.9772644778,0.9817617513,0.940687062,0.998761166,0.9965827835,0.9964141196,0.9909935388,0.9964974303,0.9899086464,0.9904856877,0.9740399107,0.9997811086,0.9993006501,0.999292801,0.9976722315,0.9993931176,0.997725964,0.9971155578,0.991260405
9,0,48460,-4,0.9908555942,0.9782741499,0.978213603,0.9452026747,0.9794259315,0.9426790307,0.9447295404,0.8609177801,0.9967454538,0.9909526329,0.9903674776,0.9738986943,0.9926697083,0.9744551932,0.9723105832,0.937129161,0.9992827058,0.9977240583,0.9977947848,0.991949867,0.9976975369,0.9932095651,0.9931253244,0.9724409043
9,0,48470,-3,0.9775437155,0.9471840126,0.9454917201,0.879842066,0.9516623419,0.8904263243,0.8585193962,0.7386531346,0.9909261871,0.975805815,0.9753709683,0.9373998459,0.9743337707,0.9342170685,0.9216557691,0.8582071823,0.9976957591,0.9923152183,0.9927551977,0.9740572199,0.9923236141,0.9754621126,0.9741061614,0.9341528742
9,0,48480,-2,0.945215699,0.8814469802,0.8728806855,0.7772676255,0.854789441,0.7616860423,0.7033546245,0.6089085023,0.9755070192,0.9358908062,0.931502738,0.867767563,0.9286945053,0.8573472694,0.8072858697,0.7318996468,0.9925985624,0.9756440304,0.9755882139,0.945561179,0.9746783969,0.9386615277,0.9167326125,0.8700327584
