53400,1.39E-6
53410,4.35E-6
53420,1.361E-5
53430,4.252E-5
53440,1.2407E-4
53450,4.2399E-4
53460,0.00133077
53470,0.00398183
53480,0.01229861
53490,0.03989751
53500,0.55361728
53401,3.94E-6
53411,1.233E-5
53421,3.852E-5
53431,1.2038E-4
53441,4.114E-4
53451,0.00129124
53461,0.00386357
53471,0.01193333
53481,0.03871251
53491,0.0894789
53501,0.58809835
53402,3.98E-6
53412,1.245E-5
53422,3.891E-5
53432,1.216E-4
53442,4.1556E-4
53452,0.00130429
53462,0.00390259
53472,0.01205387
53482,0.03910355
53492,0.12827439
53502,0.6280481
53403,1.32E-5
53413,4.124E-5
53423,1.2889E-4
53433,4.0277E-4
53443,0.00126415
53453,0.00378251
53463,0.01168297
53473,0.03790032
53483,0.08681243
53493,0.1687163
53503,0.63940444
53404,4.02E-6
53414,1.258E-5
53424,3.93E-5
53434,1.2282E-4
53444,4.1975E-4
53454,0.00131746
53464,0.00394201
53474,0.01217563
53484,0.03949853
53494,0.15540625
53504,0.64890523
53405,1.321E-5
53415,4.128E-5
53425,1.2902E-4
53435,4.0317E-4
53445,0.00126542
53455,0.0037863
53465,0.01169467
53475,0.03793826
53485,0.08858411
53495,0.19852829
53505,0.66142913
53406,1.348E-5
53416,4.212E-5
53426,1.3163E-4
53436,4.1136E-4
53446,0.00129111
53456,0.00386317
53466,0.01193212
53476,0.03870856
53486,0.12699165
53496,0.21983605
53506,0.66155424
53407,4.188E-5
53417,1.3089E-4
53427,4.0902E-4
53437,0.0012782
53447,0.00382454
53457,0.01181279
53467,0.03832147
53477,0.08681243
53487,0.16534198
53497,0.25593682
53507,0.69009983
52400,1.536E-5
52410,4.0E-5
52420,1.0416E-4
52430,2.7125E-4
52440,7.1546E-4
52450,0.00197899
52460,0.00546663
52470,0.0145761
52480,0.03838651
52490,0.10375046
52500,0.60303869
52401,3.689E-5
52411,9.606E-5
52421,2.5014E-4
52431,6.5979E-4
52441,0.00182502
52451,0.00504131
52461,0.01344205
52471,0.03539998
52481,0.0956785
52491,0.203091
52501,0.66437765
52402,3.836E-5
52412,9.99E-5
52422,2.6015E-4
52432,6.8619E-4
52442,0.00189803
52452,0.00524297
52462,0.01397973
52472,0.03681598
52482,0.09950564
52492,0.266946
52502,0.72019987
52403,9.063E-5
52413,2.36E-4
52423,6.225E-4
52433,0.00172186
52443,0.00475633
52453,0.01268217
52463,0.03339881
52473,0.09026978
52483,0.187572
52493,0.3425
52503,0.73289524
52404,3.97E-5
52414,1.0339E-4
52424,2.6926E-4
52434,7.102E-4
52444,0.00196446
52454,0.00542647
52464,0.01446902
52474,0.03810454
52484,0.10298834
52494,0.377842
52504,0.82899287
52405,9.697E-5
52415,2.5252E-4
52425,6.6607E-4
52435,0.00184239
52445,0.00508927
52455,0.01356992
52465,0.03573673
52475,0.09658867
52485,0.194087
52495,0.451275
52505,0.83709417
52406,9.891E-5
52416,2.5757E-4
52426,6.7939E-4
52436,0.00187923
52446,0.00519106
52456,0.01384132
52466,0.03645146
52476,0.09852044
52486,0.292579
52496,0.526407
52506,0.83235429
52407,9.891E-5
52417,2.5757E-4
52427,6.7939E-4
52437,0.00187923
52447,0.00519106
52457,0.01384132
52467,0.03645146
52477,0.09852044
52487,0.292579
52497,0.526407
52507,0.83235429
51400,6.334E-5
51410,1.5375E-4
51420,3.7317E-4
51430,9.0576E-4
51440,0.0023595
51450,0.00600382
51460,0.01413078
51470,0.03408919
51480,0.08190986
51490,0.18480312
51500,0.657864
51401,1.521725E-4
51411,3.693506E-4
51421,8.964821E-4
51431,0.00217593
51441,0.00553671
51451,0.01303138
51461,0.031437
51471,0.07553714
51481,0.17042514
51491,0.311364
51501,0.730094
51402,1.4746E-4
51412,3.5791E-4
51422,8.687E-4
51432,0.00226296
51442,0.00575818
51452,0.01355264
51462,0.03269448
51472,0.07855863
51482,0.17724215
51492,0.417815
51502,0.815931
51403,3.2469E-4
51413,7.8807E-4
51423,0.00205292
51433,0.00522372
51443,0.01229471
51453,0.02965986
51463,0.07126701
51473,0.16079098
51483,0.302995
51493,0.502093
51503,0.823737
51404,1.5262E-4
51414,3.7043E-4
51424,8.9911E-4
51434,0.00234217
51444,0.00595972
51454,0.01402698
51464,0.03383879
51474,0.08130818
51484,0.18344563
51494,0.534236
51504,0.89948
51405,3.4741E-4
51415,8.4324E-4
51425,0.00219663
51435,0.00558938
51445,0.01315534
51455,0.03173605
51465,0.0762557
51475,0.17204635
51485,0.31196
51495,0.631513
51505,0.907829
51406,3.5436E-4
51416,8.601E-4
